File Path,Line Number,Found in Function,Assert Statement Type,Oracle Argument Position,Differential Function Line Number,Differential Test Function
kernel_tests\sparse_tensor_dense_matmul_op_test.py,192,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,205,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,192,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,212,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,197,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,191,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,197,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,195,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,197,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,205,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,197,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,212,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,206,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,191,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,206,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,195,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,206,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,205,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,206,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,212,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,213,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,191,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,213,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,195,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,213,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,205,np.array
kernel_tests\sparse_tensor_dense_matmul_op_test.py,213,testInvalidIndicesForSparseTensorDenseMatmulOnGPU,assertAllClose,1,212,np.array
kernel_tests\sparse_to_dense_op_py_test.py,37,testInt,assertAllClose,1,36,astype
kernel_tests\sparse_to_dense_op_py_test.py,37,testInt,assertAllClose,2,35,sparse_ops.sparse_to_dense
kernel_tests\sparse_to_dense_op_py_test.py,42,testFloat,assertAllClose,1,41,astype
kernel_tests\sparse_to_dense_op_py_test.py,42,testFloat,assertAllClose,2,40,sparse_ops.sparse_to_dense
kernel_tests\sparse_to_dense_op_py_test.py,49,testEmptyNonZeros,assertAllClose,1,48,astype
kernel_tests\sparse_to_dense_op_py_test.py,49,testEmptyNonZeros,assertAllClose,2,47,sparse_ops.sparse_to_dense
kernel_tests\sparse_to_dense_op_py_test.py,59,testSetValue,assertAllClose,1,58,astype
kernel_tests\sparse_to_dense_op_py_test.py,59,testSetValue,assertAllClose,2,57,sparse_ops.sparse_to_dense
kernel_tests\sparse_to_dense_op_py_test.py,64,testSetSingleValue,assertAllClose,1,63,astype
kernel_tests\sparse_to_dense_op_py_test.py,64,testSetSingleValue,assertAllClose,2,62,sparse_ops.sparse_to_dense
kernel_tests\sparse_to_dense_op_py_test.py,71,test2d,assertAllClose,1,68,astype
kernel_tests\sparse_to_dense_op_py_test.py,71,test2d,assertAllClose,2,67,sparse_ops.sparse_to_dense
kernel_tests\sparse_to_dense_op_py_test.py,83,test3d,assertAllClose,1,80,UNSUPPORTED Binary Operation
kernel_tests\sparse_to_dense_op_py_test.py,83,test3d,assertAllClose,2,78,sparse_ops.sparse_to_dense
kernel_tests\sparse_xent_op_test.py,278,_testHighDim,assertAllCloseAccordingToType,1,264,np.reshape
kernel_tests\sparse_xent_op_test.py,278,_testHighDim,assertAllCloseAccordingToType,2,265,nn_ops.sparse_softmax_cross_entropy_with_logits
kernel_tests\sparse_xent_op_test.py,279,_testHighDim,assertAllCloseAccordingToType,2,268,
kernel_tests\sparse_xent_op_test.py,279,_testHighDim,assertAllCloseAccordingToType,2,273,
kernel_tests\sparse_xent_op_test.py,279,_testHighDim,assertAllCloseAccordingToType,2,276,array_ops.reshape
kernel_tests\stack_ops_test.py,59,_testStackPushPopSwap,assertAllClose,1,52,np.arange
kernel_tests\stack_ops_test.py,199,_testStackPushPopSwap,assertAllClose,1,193,np.arange
kernel_tests\summary_v1_image_op_test.py,84,testImageSummary,assertAllClose,1,80,eval
kernel_tests\svd_op_test.py,125,CompareSingularVectors,assertAllClose,1,118,
kernel_tests\svd_op_test.py,125,CompareSingularVectors,assertAllClose,2,119,
kernel_tests\svd_op_test.py,142,CheckApproximation,assertAllClose,1,140,math_ops.matmul
kernel_tests\svd_op_test.py,142,CheckApproximation,assertAllClose,1,141,math_ops.matmul
kernel_tests\svd_op_test.py,148,CheckUnitary,assertAllClose,1,147,array_ops.matrix_band_part
kernel_tests\svd_op_test.py,148,CheckUnitary,assertAllClose,2,146,math_ops.matmul
